x,y
4.962730,-0.816655
0.205027,-0.926760
3.723759,1.664873
-0.501095,-1.106977
0.106295,3.513643
-1.292227,-1.490522
0.515788,0.582851
-0.896672,0.055820
2.625587,2.959014
1.034051,1.475806
-0.790914,-1.479187
1.088912,3.460438
0.118656,5.729299
2.912386,1.378342
3.707270,1.578101
1.289362,3.772065
2.757651,1.949586
1.400685,0.000127
-0.927369,0.636096
-1.646044,2.787396
2.333522,1.976526
1.197094,0.163451
-1.508085,0.826721
2.877074,1.650947
-0.960103,3.204280
1.322889,0.854701
1.653487,-1.577808
3.572516,2.969927
3.690813,1.052098
-1.932576,-0.829831
0.671502,-5.065014
1.531864,2.530185
0.403082,1.727981
-3.314003,1.274195
3.163657,-0.998525
2.004459,2.056802
0.885649,1.686429
2.809218,2.228294
-4.570003,-2.606734
2.087986,-0.880064
2.549963,-1.923564
3.690119,-1.390696
2.851344,1.331534
1.180625,0.411511
-1.360957,0.944553
1.505042,-2.921962
-0.780396,2.881358
3.165950,5.214379
3.311927,-0.654359
5.219156,0.524618
-1.924644,0.821703
0.084958,1.005823
2.561552,-0.169737
2.463667,3.857588
3.478292,-2.808640
-0.194284,0.333085
4.385933,1.395248
-0.316498,2.236540
2.231556,-0.679771
1.137342,0.952783
4.016040,1.765646
2.735451,1.184014
1.251730,-1.662494
1.744354,-1.118237
6.002058,4.199379
-2.529656,1.372570
0.455942,2.096757
1.695566,3.313507
-0.347134,-0.884898
0.714048,2.298510
1.612819,1.702268
4.393199,2.130610
4.084042,1.767208
1.999801,0.215528
-1.531025,-0.477764
2.942225,1.019281
-3.613892,1.987873
-2.126151,1.489358
-0.436237,0.727184
3.947212,1.716437
2.939687,3.572808
0.911050,1.142464
0.635986,-0.402213
2.864007,-0.271972
-0.593462,-0.676800
2.912231,1.013045
-3.252266,-1.888609
1.229516,-0.693378
0.304215,-1.762622
2.722638,0.260151
1.413940,3.535836
3.544960,4.278033
1.106202,1.380264
1.908311,0.217470
1.840254,4.555300
0.580048,-0.193786
0.977629,4.749257
-0.179694,2.245102
1.278130,-0.009965
2.544289,1.095604
3.483753,1.626240
-0.282121,0.931684
-1.851909,-0.901882
1.765151,1.746947
0.414841,-0.146375
1.110707,2.750098
0.663637,3.615597
0.159092,0.785183
1.846138,1.653569
3.849066,2.683951
-1.108600,1.641306
3.589506,5.090881
-1.984332,1.755407
6.035395,1.524952
-0.260699,4.557330
3.506532,1.483604
1.361395,2.167649
-1.698170,-2.061320
2.216601,3.264794
0.211576,-0.875712
-1.215704,2.047293
-1.054575,-2.321011
-1.900243,-2.883689
-2.807748,2.995093
2.079644,3.164875
4.311282,4.040567
2.449835,3.878046
2.106359,1.591724
0.701467,1.591359
-1.456486,2.393643
4.054355,1.795582
3.003152,0.400958
1.946956,1.717871
1.071743,3.413571
4.831185,-1.034696
-0.766073,3.886014
2.140760,-1.661930
1.424121,2.572295
1.014390,0.706503
2.668739,1.017658
2.428537,-1.736460
2.650758,0.577680
-1.576701,-0.692865
0.449679,5.262754
1.743083,0.861454
-1.065185,-0.850658
0.160810,2.817357
3.500362,-1.888154
2.424229,1.780949
2.096548,1.224815
0.021768,3.305794
1.747458,4.858312
-1.078201,2.543258
-0.305598,0.726262
-4.023873,2.813749
-1.753950,2.183672
1.715831,3.335864
4.266385,-1.271767
0.326448,1.333429
1.854811,2.435296
3.620371,0.703658
4.858273,0.288198
1.856175,2.543830
2.250644,5.262703
2.320380,-0.625236
2.883288,1.973163
3.548624,2.505749
0.802107,-2.709739
1.669852,-0.858305
3.640798,5.478282
-0.124188,1.924615
1.907423,1.871101
0.776743,-0.343990
0.693858,1.134186
-1.040616,0.914912
4.192450,4.699362
3.324965,4.103570
3.763422,-0.764342
0.545466,2.503628
1.348146,4.042034
0.847190,0.623201
1.406684,-0.454554
-0.908496,1.538653
2.799643,0.277022
3.555683,2.346204
4.059298,0.015489
1.232053,1.995735
0.792386,1.872866
-3.366970,1.328024
1.842931,1.882238
2.133809,-2.242319
0.186578,-1.706226
1.116517,0.834580
3.606083,3.806632
-0.217827,2.016727
-0.436972,1.903570
3.591843,-0.039561
3.286396,-1.804068
-0.242414,-1.116327
2.943797,-0.024604
3.541844,1.834666
2.890758,2.220210
-0.235212,1.962995
2.025436,-0.484594
-0.283490,1.535775
1.131073,-0.054166
0.539344,-1.495686
1.668648,2.918475
1.718415,3.707218
2.079453,0.629731
-0.108854,-0.914828
2.553991,4.368929
1.358399,0.239907
1.659297,-2.962526
2.034201,4.815792
2.568032,-0.419689
-1.011811,-1.071492
1.412291,-0.652803
1.693901,1.858564
0.827817,-1.889979
-0.325258,-0.621760
0.737171,-3.076163
1.049941,-1.214633
2.160562,0.878831
0.214474,0.237326
-1.801350,-1.354379
3.406268,-0.694275
0.136660,4.380870
2.812718,2.080995
1.281800,-2.226465
0.249131,-0.391304
2.808599,-0.285636
2.277016,1.672690
2.881098,2.202553
2.087485,1.701070
-0.417489,0.572457
-0.746055,0.679888
-1.541118,0.893968
0.200467,-0.869806
2.274152,-2.697320
2.002113,-0.242085
2.546439,-0.661977
-0.737099,-2.259707
1.164401,1.557729
-0.333369,-0.184329
0.484658,0.347083
1.431618,3.565972
1.753575,2.752439
0.133911,-2.388246
1.286853,0.110266
-0.032560,-0.856279
3.888031,2.834505
1.330257,3.986826
-1.656910,-1.091786
3.831520,2.403442
0.287454,-4.259976
3.675120,0.878241
-1.251603,-0.842505
-0.088738,0.674125
-0.036378,-2.589209
1.536152,1.317418
2.251755,3.790466
0.585838,5.186631
2.936867,2.375119
2.001428,-1.150036
3.464906,1.083163
-0.243446,-0.671534
-1.863273,-1.671933
1.537148,-2.183367
0.866958,2.898246
-0.327791,0.074643
-0.699722,2.371413
-1.682375,4.450825
0.039654,1.246744
3.977162,1.599933
7.011318,1.437568
0.643866,2.096628
0.328111,-3.492409
0.948256,1.365907
1.610443,0.982058
-0.548357,2.217133
1.168547,0.881889
2.611531,2.478015
1.735090,1.387891
-0.664175,-0.173386
2.935007,-2.771887
-1.180379,4.107692
1.008590,2.433697
-1.848037,1.639168
4.302015,3.169283
0.941127,2.972409
-0.598681,-1.449763
0.905044,1.626041
1.962921,-0.787777
-0.760733,0.345347
5.056190,1.296753
2.229121,0.762714
-1.254020,0.824257
-1.106646,2.932655
2.242100,4.316890
0.147676,-0.707597
-2.170380,-3.336405
0.556748,2.239757
1.236397,3.392750
2.087263,0.596960
1.766630,0.341667
0.798077,-1.214853
-1.029691,0.719027
2.026655,0.143537
-0.280554,-0.082170
-1.478191,3.547667
0.065625,0.148022
-0.556766,-0.710977
0.194188,1.011498
-1.602073,1.449092
1.029480,-1.419280
2.677350,2.068126
-3.205841,1.747221
1.330656,2.088963
-1.746239,0.127726
5.362670,2.697872
0.987712,-0.835285
-0.085134,1.253211
2.210389,2.875297
1.459519,4.354763
-0.788822,0.731519
-0.478469,2.905049
-1.740354,2.370359
-0.247734,0.718262
4.808125,2.160109
0.786393,2.320492
4.390186,1.782281
-0.397047,0.763868
3.723182,1.884774
2.197093,-0.568288
-3.331042,-2.002591
-3.075068,0.031794
2.605358,0.054953
-1.399076,1.808695
-1.064175,0.329076
-0.881848,-1.018490
-0.136189,1.969011
-0.511853,-2.027576
1.639836,0.489441
1.370586,0.775791
-1.775145,3.060464
-1.494928,2.322658
8.196053,-1.046178
3.029150,-0.501962
-0.570418,0.516081
0.508435,1.736017
1.522832,-3.337275
2.454034,2.669847
-1.295495,0.185903
2.510189,2.593799
5.385234,-0.608226
0.584603,-3.964165
1.763952,-2.097823
2.838678,0.670484
-0.523726,1.393907
2.218117,-0.082212
2.705523,1.960777
2.284678,2.551811
4.368046,-0.036553
2.714787,3.183411
1.490984,2.653316
2.806704,3.180769
4.688271,0.509571
0.504068,-0.502814
-2.239184,2.443780
0.498132,0.717506
1.434534,1.943129
-1.652074,1.414948
-0.413286,2.045748
-1.268351,-0.977520
2.913826,0.209712
1.154547,1.120153
-1.050860,2.133300
0.943161,1.206326
-0.972465,-0.177059
-0.891010,1.462178
0.649903,-0.067184
0.555311,3.106557
1.154779,-0.993172
-0.637174,-0.264197
-0.355983,1.018334
0.613994,2.100338
-0.693549,-2.038890
-0.442401,1.098930
0.633080,-1.016842
-0.987811,1.265997
-0.371653,3.298282
2.156475,0.996316
2.473549,0.228631
4.283344,2.318627
1.491552,-0.513551
0.355699,1.985668
2.765780,2.692329
3.915735,3.136154
-3.448036,3.066841
4.056262,-0.543059
0.814077,1.449800
0.291734,3.217724
1.815650,0.469003
-1.705329,3.623804
-1.773255,2.900301
0.705336,3.787533
2.248613,-0.756789
-1.237410,3.258038
-0.596229,-5.232195
-0.617816,1.542953
-0.946522,3.731052
0.043150,0.455617
-0.816489,4.423651
1.251093,3.039718
-3.821254,4.385670
-0.135301,1.061052
-0.886987,0.820246
-0.392526,1.051561
-0.235354,-1.412446
1.254002,1.453576
-1.096723,0.821238
1.289050,5.114984
-0.575124,-1.112782
0.641778,-0.821827
1.865372,-1.113458
-2.776617,-0.717035
-3.348526,1.970520
-0.878594,3.101245
4.658669,0.988787
0.232294,3.781594
-2.490307,3.447211
-2.313383,3.166191
-1.624919,-1.977608
2.059468,-0.906241
0.598497,-0.536895
0.701876,-0.333961
0.063167,3.164902
-2.099057,1.573167
4.457964,4.978834
1.734352,0.281719
-1.430066,-1.139758
2.257880,2.449382
1.602800,-1.709281
3.031327,-2.727121
-1.083351,1.181052
1.094445,1.471013
1.373877,0.534672
-0.361280,3.150763
0.382621,-0.293829
-0.890898,-0.375238
3.489664,-0.103974
1.383157,-0.536335
1.493334,0.717891
-1.057231,-2.098565
1.428010,2.016692
1.607933,0.921524
1.994365,-0.154036
0.631369,6.842667
0.814823,1.032222
0.099369,1.040008
1.137801,-0.703490
3.456036,3.170318
1.536148,0.892370
-2.649548,-0.406501
-1.609367,-0.582053
1.988923,0.666093
2.278457,1.218414
1.865346,-0.512612
0.475744,-0.817063
0.368929,-1.643294
3.773088,-1.084278
0.701465,-0.690743
1.509389,1.798251
0.640319,4.269152
-0.001764,0.844295
-0.323999,0.871046
2.047247,3.138005
2.833702,1.830152
1.050483,0.387762
-0.859668,1.986086
2.548072,0.457612
-0.998789,0.371942
-0.622936,-0.604560
1.694841,1.067238
4.274886,1.727331
-0.744331,1.288823
1.791676,3.675647
3.270382,1.379606
-2.471107,0.183925
2.187842,2.325633
1.115913,1.192481
2.412294,-0.707054
2.030478,3.355267
5.485171,3.119703
2.942300,2.025885
2.410726,1.921322
0.895343,-0.557795
0.980697,3.904866
-0.037070,-0.142313
3.368883,-0.937888
1.383939,-2.223004
-0.058360,7.442438
0.480483,0.151873
1.735610,-1.264656
3.807543,0.301817
1.495284,3.157864
1.387803,3.976780
-1.185334,3.003175
3.601365,-1.870347
0.119298,-1.328459
-3.249681,4.284366
0.004117,3.243581
-0.155253,2.811875
-3.174764,0.756669
2.060932,3.524438
6.177029,1.562691
-1.676261,1.351305
-0.936608,1.140078
0.861214,1.602540
-0.214017,-0.703949
-0.432966,0.214123
1.681070,-2.172620
3.801573,2.795497
2.723453,2.157561
1.807030,1.638505
4.484518,3.747313
0.088139,0.377211
0.608783,2.119567
3.364013,-0.663043
2.261977,-2.792962
0.733702,2.062517
4.660806,-0.101406
0.621155,3.783613
2.057060,0.097116
0.357893,0.087918
-1.165267,4.249438
1.034858,-0.416118
-1.325997,2.218843
-0.047215,-0.376206
2.516606,2.172386
-1.717614,1.659939
4.748662,3.111621
-0.474388,-1.073209
2.173272,0.442421
-0.186971,0.843021
-0.043362,-0.669360
1.764292,3.775959
1.362070,1.656991
-0.791361,-1.406379
0.899972,0.919504
1.180504,-2.273496
5.122696,2.591635
2.369508,-0.505357
-4.052635,1.050872
1.831080,-0.271520
0.350318,2.099150
1.273398,0.076383
1.043856,1.469201
1.427027,2.244397
4.653095,-1.095114
-0.840864,3.459944
1.995213,3.656622
4.380636,0.925998
1.290515,-0.940866
2.205426,3.078544
4.928927,-0.616095
1.881109,2.065993
2.348929,1.082002
2.118497,1.495050
-0.429907,-2.976062
0.246726,4.852048
0.770833,4.533024
3.014845,-2.140535
0.185240,2.665748
-1.498998,1.576043
0.835845,2.272432
1.037295,2.032027
1.896761,1.433245
-0.959678,-1.238414
1.923836,-1.179381
-0.006601,-1.612229
4.985764,5.102350
2.445643,0.225928
-1.658835,1.144179
-2.299701,-1.434042
1.045826,3.285202
2.947782,2.505793
-3.698482,3.073967
1.082889,1.335416
2.137955,1.671959
5.856233,-0.724000
2.814781,0.918051
1.065051,1.192079
0.132082,-0.240153
3.067970,-1.305241
2.418454,3.871454
0.355041,0.874447
-2.281805,-1.216355
-1.910564,0.995622
0.711408,1.006073
1.049774,1.295363
1.432291,0.704580
4.345635,-3.023119
0.466918,0.267297
0.651533,0.577624
1.937422,0.683345
1.757142,0.313476
1.899798,0.647513
0.884721,-1.371572
0.409134,0.935044
2.234940,0.202963
2.615354,2.362644
1.132512,1.833041
-1.320364,1.020610
3.782489,3.065597
-0.955814,3.919667
-0.693676,0.699063
0.508980,-1.055239
1.686761,2.633782
-0.657504,-2.925454
0.929269,2.030973
1.326740,0.656940
-1.029678,-1.355345
-0.178395,0.647957
-0.892126,1.424327
2.106844,1.740552
1.055390,-0.391244
0.355428,5.964390
2.759878,4.025352
2.158871,1.051008
-1.016704,0.654981
1.197126,4.297986
1.887736,1.396348
3.674811,0.539227
-1.025465,1.080588
1.705049,0.467484
1.501211,1.541896
-1.221051,0.591619
0.551887,0.877327
0.118212,0.979075
4.239058,-0.961685
-0.860793,2.481616
0.513105,0.360875
1.785190,-2.030085
0.756598,2.198981
2.110702,0.094712
-1.123220,1.207484
4.460951,1.819123
0.934466,-5.877745
3.079723,1.449090
0.492896,1.519650
4.513932,0.195872
1.045911,-2.948125
-0.201309,0.599116
2.428003,-0.532322
-0.639468,3.059025
0.027188,0.247561
4.011097,0.267784
0.766749,0.521744
-2.757413,6.354937
-4.970069,-0.724281
2.681125,-0.795293
-1.549748,1.818054
0.993479,-0.077419
-0.742429,-1.135866
0.171091,3.310176
-1.074726,-0.355822
1.050004,2.321629
0.965586,1.353983
2.305512,0.896977
1.133557,1.120744
4.138377,3.406385
5.214012,2.030567
3.652724,0.810111
4.323520,1.402777
1.557411,-1.221416
1.937552,0.428220
2.318987,-1.695624
0.246904,-0.050638
-3.206173,2.065053
0.331702,-0.066142
1.419720,0.680476
2.754649,-1.084585
-0.270775,-0.980658
1.630680,2.125180
0.082689,-3.576616
-0.420835,1.631061
3.515263,-3.136883
-0.492118,-0.235856
2.051613,-3.633181
-0.391330,2.589996
-0.220328,-0.408908
-0.242441,0.394696
-1.785292,2.198074
1.141164,1.145743
0.619083,0.833744
-1.438074,-1.339579
-2.118943,1.379337
-0.150441,2.994305
-0.011641,-0.962072
4.375771,-1.011940
5.104179,0.246912
1.735651,2.623397
1.077393,-1.306490
4.546781,3.916169
2.961304,0.851173
1.195766,3.865734
2.203902,0.587459
2.142995,-0.036785
-1.202423,2.582591
3.758547,0.945855
0.881663,2.097187
0.808957,4.461186
-0.997167,0.256012
-2.643825,1.180044
-1.418379,-0.015613
1.369579,-0.460560
2.461698,2.353365
1.888821,-0.172786
-0.083795,0.281174
2.876299,-2.214942
0.044734,-2.065765
0.083240,2.821428
-0.327432,0.234643
-1.729533,2.669120
2.602775,1.182693
-0.462203,4.086101
2.148363,4.442807
0.584827,-1.133634
-1.150237,-0.989571
4.167420,2.434954
2.701325,1.865847
-1.722397,-2.817055
5.341635,1.667383
0.159020,-0.520767
5.118587,1.072427
-1.860314,-1.407248
-0.788605,4.015673
0.167031,0.820502
1.107957,3.675607
1.189292,-0.430928
4.816265,0.929936
-2.072111,1.969064
1.585953,3.023240
2.979629,4.186074
-0.567034,1.587185
4.313059,-0.127169
3.775191,0.888569
3.492285,0.107883
4.024697,0.002744
0.909592,2.559555
-0.262891,-1.605520
-1.047253,-1.933055
3.834086,0.180129
1.956721,-1.466027
-0.410950,1.141972
1.361230,-1.287429
3.384113,-0.833572
-2.388186,2.206944
4.246506,0.405267
-1.209175,1.317383
3.396627,-2.181701
0.236182,-1.664915
0.869028,4.077857
-2.413664,0.582923
-0.781903,-1.669887
1.825674,0.449432
-2.625020,-0.590713
-1.180769,1.550597
0.095721,-0.859692
3.116999,-0.323275
1.185051,1.296848
0.795619,-0.656296
-0.794270,2.839589
1.224318,0.430918
0.038599,-1.931536
2.169119,-0.540692
2.333593,0.012818
2.270261,0.076652
4.212938,-0.586673
4.562319,0.192013
1.600860,1.444741
-0.783632,-1.273153
1.781017,1.153467
1.013327,2.507253
3.251553,-1.433745
-3.144690,-0.535911
1.929477,3.844467
5.502111,2.781083
1.023314,0.746505
-2.190425,3.238009
1.752071,5.308690
2.223056,3.356381
1.810133,-0.202676
-1.218455,0.770406
1.218478,1.480763
3.083581,-0.139852
1.170462,4.919966
-0.678936,-0.093749
4.025193,-0.441001
-1.390143,3.002606
0.080996,5.026368
-1.146790,1.823385
0.593420,1.033851
-3.766745,2.093018
2.979707,1.079026
1.180431,-2.098332
3.564613,0.329351
-0.199692,2.896925
3.709647,3.350178
0.392074,-2.548354
-0.402716,2.408302
-2.508056,-0.693097
2.133917,2.638066
-0.510822,-4.705793
1.985871,-0.593268
2.974139,5.107658
2.914086,0.158825
-0.441944,1.009035
-1.675920,1.807944
-2.212566,-3.753370
1.295677,-0.457288
-0.083071,0.526100
-0.993768,5.434612
-1.783854,3.037033
1.962367,-0.476337
3.751782,2.299807
-2.467333,0.525417
-1.684901,-0.330803
4.389321,3.410156
-1.138568,-0.451498
4.212179,3.193552
1.077353,1.072851
2.973060,1.496117
0.031920,-0.771542
1.478377,-2.661979
2.185386,1.018972
1.242584,0.998300
1.131163,-0.632999
-0.023644,2.658548
3.495451,2.151761
1.485338,0.992022
-3.849212,2.714566
-1.043817,-3.369723
0.844006,1.342980
-2.587566,-1.190573
-0.421985,-4.298832
-1.361012,1.132132
2.002574,-0.592763
0.007719,5.726041
1.059615,3.891173
-0.238255,2.781279
-1.240411,3.146752
3.931372,-0.504773
4.409563,-2.172938
1.649128,-0.118481
2.850706,0.802634
-0.163620,5.000442
3.440929,3.356979
1.549575,-1.470430
1.996749,-0.031342
-0.812113,4.436510
-1.261296,2.751666
1.757110,3.223671
4.106520,1.977778
-0.941883,2.407347
2.377006,2.953979
-0.521728,3.088408
0.032144,0.597802
1.414192,1.139606
3.495268,0.334692
-1.113123,0.368365
-1.300570,3.093960
-0.440672,2.338601
0.879686,2.707319
3.668594,-3.513379
-1.092360,0.707721
6.719357,-2.421773
3.503616,-3.443887
-0.120173,0.760723
2.202917,0.111611
-1.861358,2.138756
1.105926,-0.766142
-1.039175,-1.094942
0.291533,1.754294
1.455763,-0.348168
3.864868,0.534845
0.317237,1.117171
0.559151,3.827933
4.621285,4.844745
0.527300,1.258245
-2.205978,0.216147
1.269572,4.146613
3.155195,-0.497186
-0.831286,2.599468
3.527332,2.911295
1.250349,3.164896
2.404414,2.487385
4.232269,4.732517
2.584964,-0.694854
2.732904,-0.560360
0.599896,0.556096
3.162698,1.045237
0.074732,4.464240
1.594721,-0.600510
0.253141,-1.782191
2.643011,1.106245
3.985229,2.711498
-0.452815,-2.186115
1.549387,1.944668
-1.592971,1.795229
4.861950,3.891459
3.420822,3.812833
-1.782867,-0.744006
-1.589994,0.209755
0.803140,2.086881
-4.627917,-0.846936
0.157054,-1.331841
-1.826340,1.721583
3.347145,-2.129242
3.128552,-3.047556
3.395338,3.117822
2.728013,-2.429412
1.531225,-0.432094
4.199548,-0.036971
2.616710,-1.975895
0.071437,0.593365
1.580747,0.363652
2.066081,3.927538
4.687211,2.633517
1.092633,0.908591
2.516449,-0.196302
1.180070,1.782381
0.839847,0.624976
2.688880,-0.193438
1.356758,1.954313
0.554080,0.558530
-0.692929,0.637823
3.193852,-0.414475
2.381462,-0.183500
0.244737,1.804243
2.043363,-1.442177
-1.777136,-1.907084
-1.622538,0.871360
2.094706,-1.043990
2.346425,0.685600
2.902750,-2.483383
-0.035789,1.223296
-0.307731,-2.708553
-1.323619,3.556771
0.081166,1.156922
-2.226518,1.512145
3.545473,1.390728
0.937203,0.468688
-0.151108,1.303492
0.052133,2.627438
-0.212493,-3.159569
-0.865936,-2.369455
2.139189,-1.740409
2.630233,3.166617
0.750477,0.782589
1.620998,0.307762
0.629665,2.976834
2.285055,4.094029
4.474988,-1.786446
0.418169,1.749026
1.178669,0.195327
1.399379,1.780426
0.677758,0.626475
0.142778,-0.236907
